Restaurant Name,Cuisines,Aggregate rating,Price range,City
Otik Hotshop,"North Indian, Mughlai",3.1,2,Noida
Geet Indian Restaurant,Indian,4.4,4,Pretoria
Hungry Minister,"Continental, Mexican, Fast Food, Chinese",3.5,1,Noida
Burger Ka Baap,Fast Food,4.3,2,Coimbatore
Cafe Amaretto,"Cafe, Italian, European, Bakery",4.1,3,Gurgaon
Harvest Moon,"Pizza, Bar Food, Sandwich",3.7,2,Albany
The FLIP Cafe,"Italian, Continental, North Indian, Chinese",2.6,2,Noida
Larry's China - Taj Vivanta,Chinese,3.7,4,New Delhi
Chemistry Cafi,"Cafe, Continental, Chinese",3.5,2,Lucknow
Minerva's Food & Cocktails,"American, Seafood, Steak",3.7,3,Sioux City
Emilio's Cuban Cafe,"Coffee and Tea, Cuban, Latin American",3.9,2,Macon
BBQ Factory,North Indian,3.9,3,Gurgaon
Aangan - Downtown Multicuisine Restaurant,"Chinese, Seafood, North Indian, Biryani",4.2,2,Kochi
Daawat-e-Kashmir,"Kashmiri, Mughlai",4.2,3,Gurgaon
Arabian Delites,"Lebanese, Arabian",3.6,2,New Delhi
Simply Strawberries By Jagro,"Juices, Desserts",4.5,2,Colombo
Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",3.8,3,Mumbai
The Classroom,"North Indian, Italian, Parsi, Asian, Kerala",4.4,3,Gurgaon
The Yellow Chef,"Chinese, Fast Food",3.7,1,New Delhi
Arriba - Mexican Grill & Tequileria,Mexican,4.1,4,New Delhi
Olive,"Mediterranean, Cafe, European",4.2,4,Wellington City
Red Wok,"Chinese, Thai",3.3,2,New Delhi
Moti Mahal Delux - Legendary Culinary,"North Indian, Chinese",2.6,2,New Delhi
Orient Express - Taj Palace Hotel,European,4.0,4,New Delhi
Dimcha,"Chinese, Thai, Asian",3.9,3,New Delhi
Vikrant Cafe,"South Indian, North Indian",3.3,2,New Delhi
Tsui Wong,"Chinese, Thai, Seafood",3.8,2,New Delhi
Mustake Multicuisine Restaurant,"Chinese, Thai, North Indian, South Indian",3.7,3,Kochi
Fuji Japanese Steakhouse,"Japanese, Sushi",3.8,3,Dalton
GBar - The Grand New Delhi,"American, Finger Food",3.3,4,New Delhi
Nine 75 Lounge & Bar,"Chinese, North Indian, Italian, Continental, Fast Food",3.2,2,New Delhi
Central Perk 7,"Cafe, Charcoal Grill, Steak",4.5,2,Bhubaneshwar
Taste Of China,Chinese,4.0,2,Bhubaneshwar
Paper Moon,Italian,4.5,4,Doha
Dzukou Tribal Kitchen,Naga,3.8,3,New Delhi
4th Street Cafe,Fast Food,3.5,2,New Delhi
VarieTea,"Cafe, Fast Food",3.9,2,Vadodara
LeanBodyMeals,"Healthy Food, Salad, Italian, Continental",3.9,2,Gurgaon
Foodelicious,"North Indian, Chinese, Mughlai",3.1,2,Noida
The Bridge,New American,3.6,3,Pocatello
Crust Bistro,"Italian, Pizza",3.6,2,Gurgaon
Frozen Factory,"Desserts, Ice Cream",4.5,1,Lucknow
Culture Cafe,"Mediterranean, Continental",4.2,3,Gurgaon
Go! Biryani,Biryani,3.5,2,Noida
Pie Slingers Pizzeria,"Italian, Pizza",4.1,1,Dalton
Nagaland,"Chinese, Naga",3.7,2,New Delhi
Paper Fig,"Cafe, Bakery, Desserts",4.5,4,Sharjah
Gedi Grill,"North Indian, Mughlai, Chinese",3.4,2,New Delhi
Dragonfly,Asian,4.3,4,Wellington City
Tin Town Cafi,"Cafe, North Indian, Continental, Chinese",3.9,2,New Delhi
The Chai Story,Cafe,3.9,1,New Delhi
Al Mukhtar Bakery,"Bakery, Arabian, Middle Eastern",4.2,2,Sharjah
Five Guys Burgers and Fries,Fast Food,4.1,1,Dalton
Dietwholic,"Healthy Food, North Indian, Chinese, Continental",3.7,2,Noida
The Feast House,"Continental, North Indian, American, Italian, Mexican",4.3,3,New Delhi
Eating Corner,"North Indian, Fast Food, Street Food",3.7,1,New Delhi
Wah Ji Wah,North Indian,2.2,1,Gurgaon
Boheme Cafe Bar,"North Indian, Chinese, Continental, Italian",3.2,3,New Delhi
August Moon,"Chinese, Thai",2.8,3,New Delhi
Hype,"Finger Food, Italian, Middle Eastern",3.7,4,New Delhi
Dilli 6 On Wheels,"North Indian, Chinese",3.8,1,Gurgaon
4 Seasons,"Chinese, North Indian",3.6,1,Guwahati
Osaka,"Japanese, Sushi",4.2,3,Davenport
Nawab Dera,"North Indian, Mughlai, Biryani",3.8,2,New Delhi
Anandam,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",3.9,3,Dehradun
Hungry Ullu,Fast Food,3.3,2,Noida
Taste of India Nepal,"Indian, International, Vegetarian",3.8,2,Pocatello
Charley Noble Eatery & Bar,European,4.3,4,Wellington City
Guang Zhou Chinese Restaurant,"Asian, Chinese, Vegetarian",3.9,1,Albany
Flavours of Tibet,"Tibetan, Chinese",3.3,2,New Delhi
Waves,"North Indian, Chinese",3.5,3,New Delhi
Eastern Spice,North Indian,3.5,3,Nashik
Playboy Cafe,"North Indian, Chinese, Continental",3.7,3,New Delhi
Ghungroo Club & Bar - By Gautam Gambhir,North Indian,3.8,3,New Delhi
Fresh Food Factory,"North Indian, Chinese",3.9,1,Noida
Kebabplus,"North Indian, Mughlai",3.1,2,Noida
The Sassy Spoon,"European, Asian, Mediterranean, Modern Indian, Desserts, Finger Food",4.1,3,Pune
Cafe Cornucopia,"Cafe, Continental, European, Beverages",3.6,2,Mysore
Fitoor,"American, Italian, Mughlai, North Indian",3.5,3,New Delhi
Kanha Sweets,Fast Food,4.1,1,Amritsar
Om Hotel,"North Indian, Mughlai, South Indian",3.3,2,New Delhi
Allterian By Chanson,"Continental, Italian",3.4,3,New Delhi
Attitude Kitchen & Bar,"North Indian, Continental, Italian",2.9,3,New Delhi
Gyms Kook,"Continental, Italian",3.3,3,New Delhi
Jahanpanah,"North Indian, Mughlai",3.9,3,Agra
Mario's Italian Restaurant,"American, Italian",3.6,2,Dubuque
NESCAFiS Illusions,Cafe,3.9,2,Nagpur
Shree Rathnam,"South Indian, North Indian, Chinese",3.5,2,Noida
La Americana,"Fast Food, Burger",3.6,1,New Delhi
Pickwicks - The Claridges,"European, Continental",3.7,4,New Delhi
Meraki Cafe & Bar,"North Indian, Continental, Chinese, Italian",3.6,3,New Delhi
Hotel RRR Mysore,Andhra,3.4,1,Mysore
Country Curries,"North Indian, Bengali",3.5,2,New Delhi
The Treat,"North Indian, Mughlai, Chinese",2.1,2,New Delhi
Tikka Town,North Indian,2.8,2,New Delhi
Belfrance Luxury Chocolates,"Cafe, Continental, Italian, Bakery",4.4,3,Ludhiana
Moti Restaurant,"North Indian, South Indian, Chinese, Mughlai",2.4,2,New Delhi
Citrus Cafe - Lemon Tree Premier,"North Indian, Continental, Chinese",3.2,4,Gurgaon
The Noodle Box Co.,"Chinese, Thai, Asian",2.4,2,Noida
Pudding & Pie,"Bakery, Fast Food",3.7,1,New Delhi
Bubba Jax Crab Shack,"Fast Food, Seafood",3.7,3,Valdosta
Chimney Sizzlers,Chinese,3.7,2,New Delhi
OJJU,Korean,3.9,3,Jakarta
Red - Bellagio,Chinese,3.4,3,New Delhi
Asia Kitchen,"Chinese, Thai, North Indian",3.7,3,New Delhi
The Kathi Rolls,Fast Food,3.5,1,Gurgaon
Hong Kong Chinese Restaurant,Chinese,3.8,1,Waterloo
Beeryani,"North Indian, Biryani",3.8,2,New Delhi
Fifth Street Bagelry,"Coffee and Tea, Sandwich",3.8,1,Pocatello
Crust Stone Oven Pizza,"Burger, Pizza",3.9,2,Davenport
Dimsum & Co.,Chinese,3.9,2,Gurgaon
Flying Cakes,Bakery,2.2,1,Gurgaon
Hofer's Bakery & Cafe,"German, Ice Cream",3.9,1,Gainesville
Scratch,"Coffee and Tea, Desserts, Beverages",3.7,1,Waterloo
Shawarma King's,Fast Food,3.7,1,New Delhi
23 On Hazelwood,"Street Food, Continental, Burger, Grill",3.9,3,Pretoria
Madly Bangalee,"Mughlai, North Indian, Bengali, Continental",2.7,1,New Delhi
Mezbaan Restaurant,"North Indian, Mughlai, Chinese",3.4,2,New Delhi
Vero Gusto,"Cafe, Fast Food, Healthy Food",4.1,1,New Delhi
Flluid - Mosaic Hotels,"Continental, North Indian, Mexican",3.2,4,Noida
Chawla's,"North Indian, Mughlai, Chinese",3.4,2,New Delhi
Tomatoes Kitchen,"North Indian, Chinese, Fast Food",2.9,2,New Delhi
Nagpal's,Street Food,3.4,1,New Delhi
Oberoi Biryani,"Biryani, North Indian",2.6,2,New Delhi
Movenpick,"Ice Cream, Desserts",4.0,2,New Delhi
US Pizza,"Pizza, Fast Food",2.2,2,Noida
Metro Grill,"North Indian, Mughlai, Chinese",3.4,3,New Delhi
New Angaar Hyderabadi,Hyderabadi,3.1,2,New Delhi
Le Chef,"North Indian, Chinese, South Indian, Fast Food",3.3,2,New Delhi
Backyard Underground,"Continental, Italian, North Indian, American",3.5,3,Gurgaon
Cafe Grub Up,"Cafe, American, Mexican, Italian, Thai",3.8,2,Faridabad
Uloo,"North Indian, Mughlai, Chinese",3.2,2,New Delhi
Remember Me Cafi,"Cafe, Continental, Italian, Mexican",4.0,3,New Delhi
Wasabi Sushi and Thai,"Japanese, Sushi, Thai",3.7,3,Columbus
Jade - The Claridges,Chinese,3.8,4,New Delhi
Timboo Cafe,Cafe,4.2,3,Ankara
Brown Bottle The Cedar Falls,"Italian, Pizza, Vegetarian",3.7,2,Waterloo
Peshawri - ITC Mughal,"North Indian, Mughlai",4.3,4,Agra
Above & Beyond,"North Indian, Chinese, Mughlai, Continental",3.5,3,New Delhi
Rigo Noodles,"Chinese, Thai",3.5,2,New Delhi
Kiss Kiss,Thai,4.3,2,Auckland
Smokin Gold BBQ,BBQ,3.9,1,Gainesville
Bank,"British, Steak",4.0,3,Birmingham
Sam and Scrooge,"Continental, Mexican, American, Fast Food, Italian, Chinese",3.9,2,Noida
Chutneez Restaurant Lounge & Bar,"North Indian, Chinese, Mughlai",2.7,3,New Delhi
Plan B,"North Indian, Chinese, Continental",3.4,3,Gurgaon
Jungle The Restaurant,"North Indian, Continental, Chinese",3.7,3,Mysore
Sushi Family,"Asian, Sushi, Vegetarian",3.6,2,Pocatello
Freshco - The Health Cafi,Cafe,4.2,2,Vadodara
Cafe Totaram,"Cafe, Fast Food",4.0,2,Coimbatore
Sharma Kachoriwala,Street Food,3.7,1,New Delhi
Cress Bistro,"North Indian, Mediterranean, Continental",3.6,3,New Delhi
Mirror,"North Indian, Chinese, Continental",3.3,3,New Delhi
Elixir Health Cafi,"Cafe, Healthy Food, Continental, Italian, Asian",3.7,2,Noida
Shot Tower Inn,"Italian, Pizza",3.6,2,Dubuque
Wildfire - Crowne Plaza,South American,3.7,4,Gurgaon
Rocomamas,"Burger, Fast Food, Grill",3.6,3,Cape Town
First Gear Cafe,"Cafe, Chinese",3.9,3,Dehradun
wagamama,"Japanese, Asian",3.7,4,Wellington City
Tandoor Bar-Be-Que,"North Indian, Mughlai",3.5,2,New Delhi
Diva Spiced,"Asian, Chinese",3.7,4,New Delhi
Pandit Ji Paranthe Wale,North Indian,3.7,1,New Delhi
Andrea's Eatery,"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",4.3,4,New Delhi
Bread & More,"Bakery, Desserts, Fast Food",3.7,2,New Delhi
Tilak's The Diners,"North Indian, Chinese, Fast Food",3.1,2,New Delhi
Kabir Kitchen,"North Indian, Chinese",3.8,2,Vadodara
Mimi's Bakehouse,"Cafe, Bakery, Desserts",4.6,3,Edinburgh
Eden Kitchen & Bar,"North Indian, Chinese",3.1,4,Noida
Big Jack's,"Continental, Burger, American",3.5,2,Gurgaon
Hunan Palace,Chinese,3.8,2,Sioux City
Samarkand,"North Indian, Mughlai, Chinese",3.3,3,Noida
IZU,"Japanese, Sushi",3.4,3,Gurgaon
Kwaliti,"North Indian, Chinese, Fast Food",3.3,2,Gurgaon
Spotlight Bistro & Bar,"Continental, North Indian, Chinese",4.0,3,New Delhi
The Woking Mama,"Chinese, Thai, Japanese, Asian",4.4,3,Guwahati
Hotel Malabar,"Kerala, Biryani",3.6,1,New Delhi
Fuji Bay Japanese Restaurant,"Japanese, Sushi",3.7,3,Sioux City
Shree Gopal Ji Chole Bhature,Street Food,3.9,1,New Delhi
Puri Bakers,"Bakery, Fast Food",3.7,1,New Delhi
Chicken Khurana,"North Indian, Mughlai",2.7,2,New Delhi
Bemisaal Reloaded,"North Indian, Chinese",3.8,3,New Delhi
MB's,"Continental, Chinese, North Indian",3.1,3,New Delhi
The Kylin Experience - Holiday Inn,"Japanese, Chinese, Asian, Thai",3.7,3,New Delhi
Say Cheese,Fast Food,2.7,1,New Delhi
The Taste of Delhi,North Indian,3.3,2,New Delhi
Handi Chhareyan Di,"North Indian, Chinese",2.3,2,New Delhi
Band Baaja Baaraat,North Indian,4.6,3,New Delhi
Bailey's Bar-B-Que,BBQ,4.1,1,Dalton
Kebabsville - Sayaji Hotel,North Indian,4.3,4,Bhopal
The Pint Room,"Finger Food, Continental, Italian",3.7,3,Gurgaon
Whisky Samba,"Italian, Burger, Charcoal Grill",3.8,4,Gurgaon
Tandooriwala,North Indian,3.5,2,Mysore
Smoke N Oven,"Pizza, Italian",3.5,2,Mangalore
Maranui Cafe,"Cafe, Kiwi",4.3,3,Wellington City
Basil & Thyme,"Continental, European",3.6,4,New Delhi
UrbanCrave,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",3.9,1,Kanpur
Active Sushi,Sushi,3.8,3,Cape Town
Los Aztecas,Mexican,3.5,1,Dubuque
The Kasbah,"North Indian, Chinese",3.9,2,Bhopal
Crazy Cow,Chinese,2.2,2,New Delhi
Perfect Bake,"Bakery, Fast Food",3.6,1,Faridabad
The Canteen,"Cafe, South Indian, North Indian, Bakery",3.5,2,New Delhi
Chawla's_,"North Indian, Mughlai",2.3,2,New Delhi
Hawalat Lounge & Bar,"North Indian, Continental, Italian",4.0,3,New Delhi
New Eleven to Eleven,"North Indian, Chinese",3.0,3,New Delhi
Food Express,"Chinese, North Indian",3.6,2,New Delhi
Stop My Starvation,"Cafe, Desserts",4.3,1,New Delhi
Turta Home Cafe,"Cafe, Desserts",4.3,2,Ankara
The Basement Cafi,Cafe,4.7,2,Guwahati
Mukhtalif Biryanis,"Mughlai, Biryani",3.7,2,Gurgaon
The Square - Hotel Novotel,"Continental, North Indian",4.1,4,Vizag
Chick-fil-A,Fast Food,3.9,1,Davenport
Hippopotamus - Museum Hotel,"French, Kiwi",4.4,4,Wellington City
Kerala Cafe,South Indian,3.6,2,Varanasi
Veg Aroma,North Indian,3.6,3,Nashik
#Dilliwaala6,North Indian,3.7,3,Puducherry
The Health Box,Healthy Food,3.5,2,New Delhi
The Zouq : Resto-Cafe,"Cafe, North Indian, Italian",4.1,2,Guwahati
Hattena Hatay SofrasU,Kebab,4.6,3,Ankara
My Restaurant,"Andhra, North Indian, Chinese",3.5,2,Vizag
Jahangeer Foods,"North Indian, Mughlai",3.8,2,New Delhi
Sushi Haus,"Japanese, Sushi",3.8,3,Gurgaon
Monty's Chicken Wings,Fast Food,3.9,2,Gurgaon
Kites Cafe,Cafe,3.8,2,Coimbatore
Haaochi,Chinese,3.5,2,Noida
Front Street Brewery,American,4.3,1,Davenport
Freedom Corner,"Chinese, Tibetan",3.5,2,New Delhi
Raffles,"Fast Food, North Indian, Chinese",3.1,2,New Delhi
Ruth Ann's Family Restaurant,"Breakfast, Diner, Southern",3.7,1,Columbus
The Bigos,Cafe,3.8,3,Ankara
Raju Chat Palace,Street Food,3.9,1,New Delhi
Bemisaal,"North Indian, Chinese",3.4,2,New Delhi
Carnival Ice Cream,"Desserts, Ice Cream",4.1,2,Colombo
Miles Inn,American,3.7,1,Sioux City
Christian and Jake's Bistro,"Desserts, Sandwich",4.4,1,Dalton
Crystal Restaurant,"North Indian, Mughlai",3.4,3,Amritsar
Beijing Street,"Chinese, Thai, Fast Food",3.8,2,New Delhi
Filling Station,"American, Burger",4.1,1,Dalton
Habibi Express,"Lebanese, Arabian, Moroccan",2.2,2,New Delhi
Cafetorium,"Cafe, Italian",3.8,2,New Delhi
Romi da Dhaba,North Indian,3.1,2,Gurgaon
Doon Darbar,"North Indian, Mughlai",3.9,3,Dehradun
Mogambo Khush Hua,Chinese,3.8,1,New Delhi
The Tandoor,"North Indian, Mughlai",3.4,2,New Delhi
Dasaprakash Restaurant,"South Indian, Desserts",4.1,2,Agra
World Art Dining - Brew House,"North Indian, Finger Food, Italian, Chinese",3.8,3,New Delhi
Wanchai By Kylin,"Asian, Chinese",3.2,2,New Delhi
Butterburrs,"American, Breakfast",3.6,3,Pocatello
Kabab Roll Cafe,"North Indian, Mughlai",3.8,2,Gurgaon
Gayway Bakery,"Bakery, Fast Food",3.6,1,New Delhi
By The Way - Bellagio,"Italian, Continental",2.9,3,New Delhi
Nathu's Pastry Shop,"Bakery, Desserts, Fast Food",3.8,1,New Delhi
Punjabi Pakwaan,"North Indian, Mughlai",3.0,3,Noida
Punjabi By Nature Quickie,"North Indian, Mughlai",3.4,3,Noida
Mr Idli Xpress,"South Indian, Chinese",2.6,1,Gurgaon
Omazoni,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",2.5,2,New Delhi
Paatra - Jaypee Siddharth,North Indian,3.4,4,New Delhi
Soul & Spice Co.,"North Indian, Street Food, Beverages",3.8,3,Gurgaon
Old Town Cafe,Cafe,3.6,2,New Delhi
Manna Java World Cafe,"Breakfast, Pizza",3.5,1,Dubuque
Slice Of Italy,"Italian, Pizza, Bakery",2.2,2,New Delhi
Empress of China - Eros Hotel,Chinese,4.2,4,New Delhi
Hobing Korean Dessert Cafe,"Cafe, Korean, Desserts",4.5,2,Taguig City
Cha-Shi,"Thai, Chinese, Asian, Malaysian",3.8,3,New Delhi
Costa Coffee,Cafe,3.7,2,New Delhi
Dilli Darbar,"North Indian, Chinese",2.3,3,New Delhi
Patiala Shahi,"North Indian, Mughlai",3.5,2,Gurgaon
Boheme Bar & Grill,"North Indian, Chinese, Italian",3.3,3,New Delhi
Chinese Dragon Cafe,Chinese,3.4,3,Colombo
Michael's Kitchen,"North Indian, Asian, European",3.7,2,Bhubaneshwar
Ashok Chaat Corner,Street Food,4.1,1,New Delhi
Tibb's Frankie,Fast Food,3.4,1,Gurgaon
Code,"North Indian, Mughlai, Chinese",2.5,2,New Delhi
Udupi Cafe,"South Indian, Chinese",3.5,1,New Delhi
Nature Hut Cafe,"Chinese, Thai, Continental, Fast Food, North Indian",3.9,2,New Delhi
Mitraao,North Indian,3.4,2,Gurgaon
Houlihan's,"American, Burger",3.6,2,Dubuque
Trattoria Tiramisu,Italian,4.1,2,Davenport
Monterrey Mexican Restaurant,Mexican,3.7,1,Sioux City
Friends Restaurant,North Indian,2.8,1,New Delhi
Yo China Restaurant,Chinese,3.4,2,Ranchi
Villa Gargano,"Italian, Pizza",3.7,1,Albany
Nakshatra Punjabi Rasoi,"North Indian, Chinese, South Indian",3.3,1,New Delhi
Om Di Hatti,"Street Food, North Indian",3.7,1,New Delhi
Burger Liquor,American,4.1,3,Wellington City
Soho Hibachi,Japanese,4.3,1,Dalton
For the Love of Cake,"Bakery, Desserts",3.8,1,New Delhi
Cafe Desire,"North Indian, Chinese, Finger Food",3.5,3,New Delhi
Hot Cherries,Bakery,3.6,1,New Delhi
Chicane,"European, North Indian, Chinese",2.2,4,Noida
Spice Cube,"North Indian, Chinese, Continental",3.5,3,Ludhiana
El Pistolero,Mexican,4.3,4,Pretoria
Yellow Sapphire,"Continental, North Indian, European",3.7,3,Ranchi
Gole Hatti,North Indian,3.8,1,New Delhi
Just for Chai,Cafe,3.5,1,Gurgaon
Tony's Italian Restaurant & Pizza,Italian,3.7,2,Dalton
Relax Restaurant,"North Indian, Mughlai",3.5,2,New Delhi
Infinity - Crowne Plaza,"Italian, North Indian, Continental",3.5,4,New Delhi
China Leaf,"Chinese, Thai",3.7,2,Noida
Sid's Kitchen,"North Indian, Chinese",3.8,2,New Delhi
Liva,"Patisserie, Coffee and Tea",3.4,2,Ankara
Ion Club & Dining Lounge,"Continental, North Indian, Mughlai, Chinese",2.6,3,Gurgaon
Bamboo Boat,"Japanese, Tibetan, Vietnamese, Korean",3.8,2,Gurgaon
Haji Shabrati Nihari Wale,Mughlai,4.0,1,New Delhi
Night Food Xprs,"North Indian, Chinese",2.3,2,Noida
Cafemiz,"World Cuisine, Mexican, Italian",4.4,4,Ankara
Ponderosa,Steak,3.6,3,Doha
Giani,"Ice Cream, Desserts",3.6,1,Gurgaon
Tirupati Restaurant,"South Indian, North Indian, Chinese",3.8,3,Dehradun
Mikata Japanese Steakhouse,"Japanese, Steak, Sushi",3.6,3,Albany
Calendar's Kitchen by Satish Kaushik,"Continental, Italian, North Indian, Chinese",4.0,3,New Delhi
High On Burgers,"Fast Food, Burger",3.5,1,New Delhi
Legacy of Awadh,"North Indian, Mughlai",3.3,2,Noida
Upali's,Sri Lankan,4.0,3,Colombo
Bodensee,German,3.8,3,Gainesville
Le Belvedere - Le Meridien,Chinese,3.5,4,New Delhi
SOHO Sushi Bar & Deli,"Sandwich, Sushi, Tapas",3.6,2,Waterloo
Five Boroughs,American,4.1,3,Wellington City
Maini Restaurant,"North Indian, Fast Food",3.3,1,Ghaziabad
Moti Sweets,"Mithai, Street Food",3.6,1,New Delhi
Hot Box,"North Indian, Continental, Fast Food",2.6,2,New Delhi
Los Pablos,Mexican,4.1,1,Dalton
Apsara Restaurant,"Fast Food, North Indian, Chinese, South Indian, Ice Cream",2.7,1,New Delhi
Garam Masala Food Corner,"North Indian, Chinese",3.3,1,New Delhi
Sandoz,"North Indian, Chinese",3.4,2,New Delhi
The French by Simon Rogan - The Midland,French,4.3,4,Manchester
Waterside - The Landmark Hotel,"North Indian, Chinese",3.9,4,Kanpur
G Lounge,"North Indian, Chinese",3.2,3,New Delhi
Madaari,"North Indian, Chinese, Continental, Italian",4.3,3,New Delhi
Bobby Punjabi Rasoi,"North Indian, Mughlai",2.6,2,New Delhi
Civil House,"European, Continental, Pizza",4.2,3,New Delhi
Loretta,"European, Cafe",4.2,4,Wellington City
Hookups Cafe & Lounge,"Chinese, Continental, North Indian",3.3,2,New Delhi
Malo,"Latin American, Mexican",3.2,2,Des Moines
Asian Fun,Chinese,3.8,2,Noida
Southern Treat,South Indian,2.8,2,Noida
Calzone- Dine & Rooftop Lounge,"Continental, Mexican, North Indian, Chinese",3.7,2,Jaipur
The Coffee Garage,Cafe,3.4,2,New Delhi
Flaming Wok,"Chinese, Seafood",2.7,3,New Delhi
Chocolatiers - The Chocolate Boutique,Desserts,3.8,1,New Delhi
Home Plate Grill,"American, BBQ, Southern",4.2,1,Dalton
Tandoori KnockOuts,"Fast Food, North Indian",4.2,2,Gurgaon
Greenr Cafe,Cafe,4.6,3,New Delhi
Wakhra Swaad,"North Indian, Fast Food",4.1,2,Noida
Amritsari Lassi Wala,Beverages,3.8,1,New Delhi
Cook Du Kdu,"North Indian, Chinese, Mughlai",3.1,2,Noida
Punjab Sweet House,Street Food,3.5,1,Ranchi
China Cafe,Chinese,4.0,2,Davenport
Sampan - The Suryaa New Delhi,"Thai, Chinese, Japanese",3.7,4,New Delhi
Da pizzeria,"Pizza, Italian, Fast Food",3.6,2,Bhopal
Noshi - Yum Asian Delivery,"Chinese, Thai, Japanese",4.2,3,New Delhi
India on my Plate - Fortune Select Excalibur,"North Indian, Mughlai",4.0,4,Gurgaon
Burnout,"Continental, Mexican, Italian",3.6,1,Noida
Bansi Vihar,"South Indian, Fast Food",3.4,1,Patna
Thai Garden,Thai,4.2,2,Dalton
Laat Saab,"North Indian, Mughlai",4.1,3,Noida
Bakar The Cafe,Cafe,4.1,1,New Delhi
Hot Pot,"Chinese, Fast Food",2.5,1,New Delhi
La Roma Pizzeria,"Fast Food, Italian",3.5,2,Amritsar
Parrot's,"Contemporary, Sushi, Grill, Italian, Steak",3.4,3,Pretoria
Baba's,"North Indian, Mughlai",3.6,2,Gurgaon
Kori's,"Cafe, Korean",3.6,2,New Delhi
Nobu - One&Only,"Japanese, Asian, Seafood, Sushi",4.0,4,Cape Town
Punjabi Zaika,"North Indian, Chinese",3.3,1,New Delhi
iGNiTE,"North Indian, Chinese",3.0,2,New Delhi
Brooklyn Blues,"Continental, European",4.2,3,Guwahati
Moksha,North Indian,3.7,3,New Delhi
Mughli,"Indian, Curry",4.5,2,Manchester
Baljeet's Amritsari Koolcha,North Indian,3.1,1,New Delhi
Basant,"North Indian, Chinese, South Indian, Fast Food",3.9,1,Ludhiana
Nandlal Ka Dhaba,"North Indian, Mughlai",3.6,2,New Delhi
Meohur i_zi_elik Aspava,"Kebab, Turkish Pizza",4.6,2,Ankara
Annapurna Sweets,"Mithai, Street Food",3.9,1,New Delhi
VNS Live Studio,"Chinese, North Indian",3.5,1,Varanasi
The Kathis,"Fast Food, North Indian",2.4,1,New Delhi
Roti & Boti,Indian,3.9,4,Doha
Samurai Japanese Cuisine & Sushi Bar,"Japanese, Steak, Sushi",3.6,3,Columbus
The Wrap Factory,Fast Food,3.6,1,New Delhi
The Spot,Chinese,3.5,1,New Delhi
Dogs & Wiches,"Continental, American, Fast Food",3.9,2,New Delhi
Coffee & Cream,"Beverages, Fast Food",4.0,1,New Delhi
Troll Tavern,"Burger, German, Sandwich",2.2,2,Gainesville
Hungry Pistals,"Fast Food, American, Italian",3.7,2,New Delhi
Kerala Hotel,"Kerala, Biryani",3.9,1,New Delhi
Big Wong,"Chinese, Thai",4.3,2,New Delhi
Tadqa Tandoor Express,"North Indian, Mughlai",3.6,2,Noida
DIOS The Neighbourhood Bistro,"Continental, Fast Food, Italian",4.2,3,Noida
Big Dragon,"Chinese, Thai",3.6,2,New Delhi
Senor Iguanas,Mexican,3.6,1,Pocatello
TBH - The Big House Cafe,"Cafe, Continental, North Indian, Chinese, Mexican",4.0,2,New Delhi
Punjabi Chaap Corner,"Fast Food, North Indian",3.6,1,New Delhi
Sugar & Spice - Le Marche,"Bakery, Fast Food",2.9,2,Gurgaon
Depot48,"American, Mexican, Finger Food",4.2,3,New Delhi
